# Generated on 25 May 2017 19:39:44 CEST
# Generated from the following files: 
#   /scratch2/thiel/DATA/nonredundant_RNA_structures2.110/cgs_fixed_hetRes/1S72_0.cg
# Working directory: /home/mescalin/thiel/CODING/RNA3D/ernwin
# Version: ernwin: v0.1.01-95-g0836099, forgi: v0.40.01-108-g4f3559e+uncommited_changes
# fr3d_out = fess/stats/AMinor_FR3D_hits_2.110.txt
# fr3d_query:
#    
#    cutoff = 0.5;
#    First nt constrained to A
#    2nd-3rd nt constrained to cWW
#    NTs (0): 104 (chain 9) 957 1009
#    NTs (I): 521 1364 637
#    NTs (II): 520 1363 638
#    NTs (III): 519 1362 639
#    
# cutoff_dist = 30 A
PDB_ID loop_type dist angle1 angle2 is_interaction
1S72 i 20.5732523626 0.914153674872 2.68599091238 True
1S72 m 1.86165631929 1.80847727682 1.89031472197 True
1S72 h 13.5531060275 2.03067816584 1.96560307552 True
1S72 m 3.4514356933 1.53927457302 2.13196389591 True
1S72 h 13.4499119679 2.14643067833 2.57780979182 True
1S72 m 12.9301320011 2.3358952232 2.58488402633 True
1S72 h 13.5853548849 1.81087732555 2.56256592904 True
1S72 m 11.2169109805 1.56123685159 1.23808826395 True
1S72 m 10.3650718542 1.20379307847 1.99592878788 True
1S72 m 4.95836539615 1.76048374722 1.96815385116 True
1S72 m 16.3709254991 2.18953023591 3.02888365878 True
1S72 i 17.3765600356 2.48712372137 1.40977661709 True
1S72 m 17.2622856013 2.34049198295 2.70324454512 True
1S72 m 19.6072540635 0.997223231679 2.26361916953 True
1S72 h 20.106964024 2.83506309822 1.09979062302 True
1S72 m 20.8523145263 1.71311662669 2.87522770667 True
1S72 m 3.48687888503 2.4474940007 2.95926661766 True
1S72 i 21.8745692608 1.54045213229 0.98767902771 True
1S72 i 18.2650908673 2.15138587106 2.85101081684 True
1S72 h 15.7524700944 0.932528982355 2.90312373592 True
1S72 m 4.40124686939 1.98310421606 2.64761345348 True
1S72 i 18.1606855312 1.22328767863 2.86470347397 True
1S72 i 17.0727715932 2.11049788739 2.71713881214 True
1S72 m 18.5096630593 0.71221548413 0.627826093055 True
1S72 m 3.97221700502 2.02369048571 2.55582477876 True
1S72 h 13.3637160517 1.97416553436 2.17653569697 True
1S72 h 17.729878373 2.41198343719 1.65884543893 True
1S72 h 15.7896489137 1.08883235941 1.30924220573 True
1S72 h 10.4902474323 2.24591834374 2.95704172565 True
1S72 i 19.3748353968 1.91083363709 2.96144277795 True
1S72 m 9.76156064725 1.730083315 1.69969760413 True
1S72 h 16.5217888143 0.966747596411 2.85086600712 True
1S72 i 19.1600161411 1.26107354962 2.99203436869 True
1S72 i 17.7333792322 1.47510149421 3.03460867918 True
1S72 i 18.2726296049 1.24148058286 2.67493343265 True
1S72 m 2.34033196623 1.21689491919 1.91822547076 True
1S72 h 13.2112661065 0.940556664045 1.90485446924 True
1S72 i 18.3919721322 1.51725291095 3.09375210689 True
1S72 i 21.3730857928 1.96031665545 2.40857961114 True
1S72 i 18.0734326331 1.92514715015 2.75112756832 True
1S72 i 16.9155544917 1.49222382044 3.1096087835 True
1S72 h 22.2783580279 0.605840885096 1.67767315469 True
1S72 i 19.0998555949 2.69814109543 2.09044259394 True
1S72 i 19.8965678966 2.07935428998 2.8876414754 True
1S72 i 19.8871378456 1.93383671106 3.06963405727 True
1S72 m 12.7553187543 1.29233326224 2.90699817576 True
1S72 i 19.2012779297 1.06862143075 2.91859588246 True
1S72 h 19.6068957503 0.957125832351 2.40509686444 True
1S72 h 11.008824676 1.77438940478 3.02713590707 True
1S72 i 20.4426102152 0.56091754303 1.42565180686 True
1S72 h 16.8736564859 0.817398391811 2.13024788437 True
1S72 h 17.0984956881 2.5166832864 2.47487191128 True
1S72 i 18.0608168404 2.76958256168 2.56336104334 True
1S72 i 19.4282509657 1.59271694204 2.74023951984 True
1S72 m 6.9005318661 1.97478748557 2.4075559768 True
1S72 m 5.12151311727 0.875487576485 2.20337645338 True
1S72 m 3.97582309718 1.34963463379 1.44966155383 True
1S72 i 17.2682952274 1.95902588483 3.10871452892 True
1S72 m 19.3344002181 0.820339777688 0.648158462836 False
1S72 i 19.8958891691 0.535963994688 2.20104865304 False
1S72 i 26.0697837545 1.68974867963 0.781468300022 False
1S72 m 25.0167869092 1.32225255742 2.40714140473 False
1S72 m 22.9731077437 2.54027196025 2.41266645116 False
1S72 h 26.7192459798 1.11514756187 1.85042229912 False
1S72 m 11.8217374662 0.973416412847 2.14264871533 False
1S72 m 27.1371871588 2.51778920487 1.09599177338 False
1S72 m 29.7185196541 0.620272751658 2.57201693564 False
1S72 i 25.1765567315 0.561607692391 2.33250918178 False
1S72 m 22.0586453306 0.392042862561 2.83662220651 False
1S72 h 28.4650219879 2.11456882445 2.27915932376 False
1S72 i 29.6349749025 2.00358707783 0.52033905545 False
1S72 m 21.2906468276 0.0937348995397 1.17593005423 False
1S72 m 29.0965791062 0.74687437766 0.186706341238 False
1S72 m 6.46323845425 2.12982296595 1.03477192631 False
1S72 h 25.0058517704 2.83621606707 3.10741049215 False
1S72 m 22.0454935816 1.31070706575 0.890058582153 False
1S72 i 21.4664964123 0.702449596775 1.96728332124 False
1S72 i 27.1297580764 1.16401052127 2.00293292904 False
1S72 h 24.1599176741 2.33099262572 2.41285005193 False
1S72 h 29.5211773355 2.01990085386 2.37928349156 False
1S72 m 25.5721566044 1.63929326475 0.629196531299 False
1S72 m 27.4938196714 2.20335201693 1.76281001481 False
1S72 i 27.1720385432 2.48469845531 0.880358733904 False
1S72 m 20.3850632941 0.53817131782 2.52397249304 False
1S72 h 25.7949208327 2.40161706387 1.37478260795 False
1S72 i 19.2718295187 2.06059962736 2.44068849663 False
1S72 m 19.5436122529 2.27785395524 1.86899119009 False
1S72 m 16.7288326807 0.795115279209 1.47512452187 False
1S72 h 18.9874971949 0.272268096418 1.76431832237 False
1S72 m 14.0442148111 2.63676715119 0.65275212433 False
1S72 m 23.4683151251 1.35830860734 1.1194885062 False
1S72 m 29.6949135556 0.14195024238 1.08842543868 False
1S72 i 20.8500865337 0.689632350063 2.56453109948 False
1S72 i 28.9108430473 1.77472718672 1.55401445868 False
1S72 i 29.3752480888 1.02556672563 2.11878695186 False
1S72 m 24.8698439613 2.20548404233 1.16894079551 False
1S72 h 25.9611591077 1.5813818427 2.48471161079 False
1S72 m 28.7338827665 1.71608909223 1.82715433833 False
1S72 h 27.7386713939 0.834971901184 1.26761116275 False
1S72 i 22.5834448373 0.630893879723 0.884888360751 False
1S72 m 18.6008021006 0.936402908545 0.891676914786 False
1S72 i 21.8752336549 1.27732120472 1.07056632138 False
