# Generated on 25 May 2017 19:39:28 CEST
# Generated from the following files: 
#   /scratch2/thiel/DATA/nonredundant_RNA_structures2.110/cgs_fixed_hetRes/1S72_0.cg
# Working directory: /home/mescalin/thiel/CODING/RNA3D/ernwin
# Version: ernwin: v0.1.01-95-g0836099, forgi: v0.40.01-108-g4f3559e+uncommited_changes
# use_subgraphs = 10000 (int)
1S72_0 2754 63.6999610851
1S72_0.subgraph 2261 61.0411314247
1S72_0.subgraph 2040 61.6205292749
1S72_0.subgraph 373 37.9747880639
1S72_0.subgraph 1539 56.2474146910
1S72_0.subgraph 2332 59.9834380776
1S72_0.subgraph 921 53.4432450754
1S72_0.subgraph 644 48.9168445661
1S72_0.subgraph 2428 60.5485808458
1S72_0.subgraph 1667 57.0070456446
1S72_0.subgraph 703 52.1681872467
1S72_0.subgraph 2331 61.6366749868
1S72_0.subgraph 2732 63.2158749091
1S72_0.subgraph 2544 60.9944178548
1S72_0.subgraph 255 35.0804562357
1S72_0.subgraph 2148 60.4853866533
1S72_0.subgraph 664 47.6085612147
1S72_0.subgraph 1706 60.4559628442
1S72_0.subgraph 2591 62.0040249181
1S72_0.subgraph 326 42.3299603254
1S72_0.subgraph 2157 59.3057457780
1S72_0.subgraph 86 23.1029576752
1S72_0.subgraph 400 50.0548399668
1S72_0.subgraph 1449 59.4678494772
1S72_0.subgraph 2593 62.4148653792
1S72_0.subgraph 2013 59.6919404582
1S72_0.subgraph 579 50.5290127499
1S72_0.subgraph 1883 57.7961070947
1S72_0.subgraph 31 13.6547380967
1S72_0.subgraph 863 57.6149827746
1S72_0.subgraph 1611 59.0438514446
1S72_0.subgraph 720 48.8838151324
1S72_0.subgraph 264 35.4152008307
1S72_0.subgraph 839 51.2790282972
1S72_0.subgraph 1773 58.6214196635
1S72_0.subgraph 1223 55.5474714936
1S72_0.subgraph 1485 60.0417227154
1S72_0.subgraph 308 38.2831781194
1S72_0.subgraph 845 52.4118847404
1S72_0.subgraph 688 50.3833034200
1S72_0.subgraph 871 55.7640110398
1S72_0.subgraph 2521 62.1515765317
1S72_0.subgraph 1702 58.6422292997
1S72_0.subgraph 2392 63.6356955088
1S72_0.subgraph 2108 60.1781532591
1S72_0.subgraph 1354 53.8778431382
1S72_0.subgraph 772 52.6320557626
1S72_0.subgraph 781 52.6280258430
1S72_0.subgraph 2667 62.5853597277
1S72_0.subgraph 1904 59.5187781745
1S72_0.subgraph 1504 55.8424130961
1S72_0.subgraph 49 23.6611462244
1S72_0.subgraph 1726 57.6380155057
1S72_0.subgraph 352 32.4480497803
1S72_0.subgraph 2434 63.4613347767
1S72_0.subgraph 1938 58.1516353714
1S72_0.subgraph 350 36.0845343737
1S72_0.subgraph 2123 60.9825054232
1S72_0.subgraph 312 39.8753226098
1S72_0.subgraph 2519 62.9792541311
1S72_0.subgraph 2395 60.7296275451
1S72_0.subgraph 2230 62.1165744368
1S72_0.subgraph 227 32.4189688898
1S72_0.subgraph 1230 54.8785922118
1S72_0.subgraph 2582 62.1627267628
1S72_0.subgraph 885 58.4717010448
1S72_0.subgraph 478 43.5393783844
1S72_0.subgraph 702 46.3097765211
1S72_0.subgraph 485 52.4367667557
1S72_0.subgraph 2627 62.5606835025
1S72_0.subgraph 28 15.1246519350
1S72_0.subgraph 2415 63.7874613255
1S72_0.subgraph 1401 54.9640355763
1S72_0.subgraph 982 55.1679919638
1S72_0.subgraph 538 41.2402826432
1S72_0.subgraph 1899 57.5695289785
1S72_0.subgraph 1953 58.7755563220
1S72_0.subgraph 2587 63.0900417650
1S72_0.subgraph 1348 55.0781517307
1S72_0.subgraph 384 47.9228387027
1S72_0.subgraph 1949 57.8380116265
1S72_0.subgraph 1932 61.9576418362
1S72_0.subgraph 709 57.7965602358
1S72_0.subgraph 871 52.8722535135
1S72_0.subgraph 2465 61.7706152538
1S72_0.subgraph 894 51.8474655295
1S72_0.subgraph 1037 54.3310134856
1S72_0.subgraph 834 52.1065425435
1S72_0.subgraph 2294 61.4266912281
1S72_0.subgraph 362 34.6958699453
1S72_0.subgraph 2363 60.0388870730
1S72_0.subgraph 2606 61.1485187278
1S72_0.subgraph 1419 56.5620995401
1S72_0.subgraph 2589 63.1020041845
1S72_0.subgraph 717 52.6404359687
1S72_0.subgraph 67 27.2735244841
1S72_0.subgraph 2414 61.2492696231
1S72_0.subgraph 1343 59.3566717122
1S72_0.subgraph 2061 60.7120932111
1S72_0.subgraph 1162 54.0367677743
1S72_0.subgraph 1979 60.2965838357
1S72_0.subgraph 904 57.7342736410
1S72_0.subgraph 1723 58.2006668376
1S72_0.subgraph 1568 60.7023484488
1S72_0.subgraph 169 28.9538702366
1S72_0.subgraph 847 55.4393283651
1S72_0.subgraph 1989 59.0737889537
1S72_0.subgraph 1317 54.5793722978
1S72_0.subgraph 2144 61.2825466668
1S72_0.subgraph 2164 60.7452419271
1S72_0.subgraph 2330 61.0777788898
1S72_0.subgraph 454 46.3102483914
1S72_0.subgraph 1176 52.0503046314
1S72_0.subgraph 1876 59.0480631599
1S72_0.subgraph 1679 57.3897788203
1S72_0.subgraph 1638 60.1714252341
1S72_0.subgraph 1326 54.4849250849
1S72_0.subgraph 149 32.3947471919
1S72_0.subgraph 1668 57.8609183145
1S72_0.subgraph 70 27.7822016177
1S72_0.subgraph 2528 62.8619893992
1S72_0.subgraph 1391 57.8581900063
1S72_0.subgraph 2336 60.7039951352
1S72_0.subgraph 1162 57.7805498403
1S72_0.subgraph 973 53.1702520308
1S72_0.subgraph 2193 61.2216186389
1S72_0.subgraph 849 55.2507678491
1S72_0.subgraph 316 48.3670862358
1S72_0.subgraph 2178 61.0693043375
1S72_0.subgraph 2077 60.8806305774
1S72_0.subgraph 1897 58.0427156435
1S72_0.subgraph 2262 60.6354013022
1S72_0.subgraph 2624 61.7920296414
1S72_0.subgraph 1765 59.9407275213
1S72_0.subgraph 110 26.3260495540
1S72_0.subgraph 739 49.0026936398
1S72_0.subgraph 1656 54.9469909824
1S72_0.subgraph 226 35.8722288624
1S72_0.subgraph 1761 60.7233704092
1S72_0.subgraph 847 55.0419598764
1S72_0.subgraph 2699 62.7907871176
1S72_0.subgraph 1078 58.1597865266
1S72_0.subgraph 452 45.9804866431
1S72_0.subgraph 85 21.4496048619
1S72_0.subgraph 1051 54.5476819468
1S72_0.subgraph 1663 58.5935794418
1S72_0.subgraph 1341 55.4287628437
1S72_0.subgraph 179 33.2071175647
1S72_0.subgraph 1243 53.3201442466
1S72_0.subgraph 1317 58.3159247646
1S72_0.subgraph 254 36.9958471559
1S72_0.subgraph 1333 54.6382122938
1S72_0.subgraph 733 53.9514278604
1S72_0.subgraph 74 27.9632703660
1S72_0.subgraph 1206 53.3587662466
1S72_0.subgraph 1703 58.3883367088
1S72_0.subgraph 697 53.9183719526
1S72_0.subgraph 1472 56.9871537567
1S72_0.subgraph 11 10.0641004035
1S72_0.subgraph 1555 58.7625295905
1S72_0.subgraph 1093 56.5657817392
1S72_0.subgraph 2416 62.2082103058
1S72_0.subgraph 1100 53.7698973428
1S72_0.subgraph 2049 58.1010848384
1S72_0.subgraph 756 48.4824947403
1S72_0.subgraph 1156 57.7668152652
1S72_0.subgraph 1393 58.7463559742
1S72_0.subgraph 79 22.0297729339
1S72_0.subgraph 1258 57.1179443482
1S72_0.subgraph 2250 60.9338851365
1S72_0.subgraph 493 47.7921042122
1S72_0.subgraph 402 51.2764806321
1S72_0.subgraph 90 22.0116250339
1S72_0.subgraph 1493 58.7659979190
1S72_0.subgraph 1972 58.9784662067
1S72_0.subgraph 2242 59.7803129256
1S72_0.subgraph 878 54.4317744939
1S72_0.subgraph 1421 55.1918400055
1S72_0.subgraph 610 45.8580240294
1S72_0.subgraph 1486 58.8270183713
1S72_0.subgraph 1744 57.8699297994
1S72_0.subgraph 1603 57.1070069836
1S72_0.subgraph 2390 61.3707610703
1S72_0.subgraph 1814 60.7649991084
1S72_0.subgraph 1948 59.9363084834
1S72_0.subgraph 2441 63.0665910729
1S72_0.subgraph 1599 58.8485479671
1S72_0.subgraph 423 46.2967837087
1S72_0.subgraph 462 40.0352034326
1S72_0.subgraph 1342 59.9245051344
1S72_0.subgraph 952 50.5182898356
1S72_0.subgraph 1674 59.6563543232
1S72_0.subgraph 377 39.0258289080
1S72_0.subgraph 1955 62.0324342616
1S72_0.subgraph 1833 57.2627436489
1S72_0.subgraph 1408 57.1865972383
1S72_0.subgraph 2480 62.6156935260
1S72_0.subgraph 276 38.8168033297
1S72_0.subgraph 1144 55.0483311782
1S72_0.subgraph 50 24.7429305773
1S72_0.subgraph 1879 60.1647996164
1S72_0.subgraph 1954 59.6483022139
1S72_0.subgraph 1312 55.1175584484
1S72_0.subgraph 1854 58.5493214924
1S72_0.subgraph 828 58.8078359936
1S72_0.subgraph 1532 61.0882091198
1S72_0.subgraph 594 52.1805545608
1S72_0.subgraph 698 50.8287010530
1S72_0.subgraph 1674 59.8807288137
1S72_0.subgraph 872 53.4958373745
1S72_0.subgraph 1695 58.3253440907
1S72_0.subgraph 1234 56.0238495540
1S72_0.subgraph 1988 59.7640130375
1S72_0.subgraph 1473 57.0937599333
1S72_0.subgraph 1625 58.0018013513
1S72_0.subgraph 2445 61.2767830702
1S72_0.subgraph 1906 58.9211146392
1S72_0.subgraph 1692 57.6782226335
1S72_0.subgraph 2691 62.1212800629
1S72_0.subgraph 1569 57.8653495358
1S72_0.subgraph 815 51.9007190418
1S72_0.subgraph 1409 57.8861122752
1S72_0.subgraph 1339 58.4544558701
1S72_0.subgraph 687 50.2178897132
1S72_0.subgraph 2385 62.2209655176
1S72_0.subgraph 589 46.9522158655
1S72_0.subgraph 2470 62.7403394651
1S72_0.subgraph 299 45.8885572977
1S72_0.subgraph 118 25.5421535124
1S72_0.subgraph 456 50.9937483781
1S72_0.subgraph 2121 59.2441388797
1S72_0.subgraph 83 22.1560252969
1S72_0.subgraph 1146 58.1396140704
1S72_0.subgraph 2294 61.5477013320
1S72_0.subgraph 60 29.3815839556
1S72_0.subgraph 2713 62.6103010595
1S72_0.subgraph 627 48.1386664640
1S72_0.subgraph 2587 61.8134015400
1S72_0.subgraph 1820 58.1721236648
1S72_0.subgraph 2701 63.0359201579
1S72_0.subgraph 456 40.4360792020
1S72_0.subgraph 366 33.9730463067
1S72_0.subgraph 54 19.8521376717
1S72_0.subgraph 963 57.8779700362
1S72_0.subgraph 323 36.0597045000
1S72_0.subgraph 1228 57.6845900058
1S72_0.subgraph 1988 59.7459957105
1S72_0.subgraph 269 39.6633717539
1S72_0.subgraph 757 51.7074330458
1S72_0.subgraph 1370 57.0271223735
